id,text_stemmed,Positive,Negative,Neutral,Compound,Sentiment,sentiment_count,final_label
1855,jaga diri baikbaik bang hatihati para budak jokowi bisa tindak brutal buat ngehentikan abang bagai ahli digital forensik,0,0.194,0.806,-0.6249,negatif,2,netral
1887,salah satu alas politik kenapa wapres gibran rakabuming raka sangat sulit turun dari jabat adalah karena prabowo masih perlu jokowi demi kuat kekuasaannyakata amat,0,0.084,0.916,-0.2732,negatif,2,netral
1888,kerja wapres itu memang harus seperti ini bukan wapres yang hanya jadi ban serep pak prabowo sudah buat bagi tugas yg adil seperti,0,0.141,0.859,-0.5574,negatif,2,netral
1896,untuk atas buzzer di media sosial perlu dekat tingkat literasi digital agar publik bisa nali propaganda terap regulasi ketat tapi imbang dengan bebas dapat dan kuat awas,0,0.071,0.929,-0.25,negatif,2,netral
1926,terima kasih atas tanya dampak negatif dari mandat open source perkomdigi no 62025 bisa liput risiko aman karena kode publik rentan eksploitasi tantang pelihara jika dukung komunitas lemah,0,0.075,0.925,-0.296,negatif,2,netral
1935,bola olahraga kait sama hal politik itu tidak ada korelasi sama hal fifa banned rusia mereka atlet hanya kejar mimpi dan prestasi harus kaca sama olimpiade mereka saja bisa cari jalan keluar,0,0.088,0.912,-0.4588,negatif,2,netral
1937,nah itu serah kamu mau gimana mau nongkrong dan pacar tapi kuliah lancar atau fokus ajar biar nilai tidak jeblok,0,0.069,0.931,-0.1027,negatif,2,netral
1938,no 2 itu buat apa apbn besarbesaran panjang sim dan buat skck masih suruh fotokopi ktp kenapa tidak punya reader untuk ektp,0,0.099,0.901,-0.296,negatif,2,netral
1947,prabowogibran naik samasama gibran mau makzul karena alas putus 90 gibran bisa bareng prabowo karena putus itu akhir prabowo sadar juga kalau calon paslon 02 memang tidak etis lalu hanya gibran yang perlu makzul ya duaduanya lah bodoh,0,0.054,0.946,-0.2732,negatif,2,netral
1972,saya sekarang posisi lagi dekat sama cewek model kayak gitu dia minta tolong juga buat cairin dana spaylater saya dengan alas buat bayar kuliah karena saya jarang pakai shopee dan gak bisa ambil limit di spaylater dia nyaranin pinjam ke teman saya yang ada spaylaternya tapi saya gak mau lah anjing,0,0.04,0.96,-0.2732,negatif,2,netral
1984,nomornomor tai kayak gin bisa stop gak sih anjing ganggu banget memang perintah tai gak bisa jaga privasi sampai data pribadi kaya di peduli lindung aja bisa bocor,0,0.075,0.925,-0.296,negatif,2,netral
2009,mata uang palsu digital guna untuk tarik uang nyata crypto investasi dan proyek hanya jadi alas untuk curi uang dan bebas dari hukum dengan cara buat crypto kenapa harga btc stabil karena milik sudah tidak lagi aktif dan milik uang aman main harga,0,0.048,0.952,-0.2732,negatif,2,netral
2014,itu jelas mengapa masih banyak menteri prabowo dan orang jokowi itu cara panjang kuasa jika 3 periode gagal tawar gibran bagai wakil presiden yang banyak dislike bukti ada banyak operator yang jadi dalang mereka ingin tetap di perintah,0,0.067,0.933,-0.3818,negatif,2,netral
2022,kamu kalau mau ngetweet seperti itu ngaca dulu apakah kamu istri dan anakanakmu tidak makan upf soal demand upf juga yang dorong tinggi minta minyak kelapa sawit,0,0.055,0.945,-0.128,negatif,2,netral
2025,selain dampak dari penetrasi digital dan kurang literasi digital hal utama yang buat wni goda dan jerumus pada jebak scam online adalah kurang lapang kerja dan sumber hidup layak di dalam negeri,0,0.107,0.893,-0.5719,negatif,2,netral
2051,biasa saja datadata bocor yang lama juga sering unggah lagi ke situssitus leak itu penting uu lindung data pribadi,0,0.118,0.882,-0.34,negatif,2,netral
2054,upaya vide et impera zaman kolonial terap di zaman digital oleh kelompok anti maju dengan upaya pecah jokowi prabowo dan gibran,0,0.103,0.897,-0.3182,negatif,2,netral
2109,alas paling gajelas teman saya pilih paslon nomor dua karena dia kagum sosok prabowo tapi langsung lanjut meski saya benci banget sama gibran dan keluarga fakta kata saya mereka itu pasang paket bagaimana coba logika pikir tidak jalan,0,0.054,0.946,-0.2732,negatif,2,netral
2115,oalah memang ada guna telkomsel yang kena spam call nomor tak kenal mungkin dari pinjol data bocor bisa jadi providernya juga yang beri,0,0.102,0.898,-0.3612,negatif,2,netral
2137,sick banget anjing kelas wus padahal di eropa amerika atau nggak usah jauhjauh deh malaysia aja di sana pada concern sama privasi dan data,0,0.125,0.875,-0.5106,negatif,2,netral
2144,emang wakil presiden sebelumsebelumnya peran banyak ya bang konon peran wapres hanya bagai ban serep doang,0,0.194,0.806,-0.5574,negatif,2,netral
2182,perintah komitmen untuk berantas narkoba agar generasi muda tidak racun dengan barang illegal sebut,0,0.217,0.783,-0.5574,negatif,2,netral
2191,makin lihat logika absurd kamu apa hubung nangka milu dengan lebih baikburuknya negara pak prabowo saja waktu temu kepala redaksi media bilang saya akan buka masuk dari mana pun nah ini,0,0.045,0.955,-0.1027,negatif,2,netral
2274,nyata yang telepon pinjol walaupun nggak punya utang bukan cuma aku di tiktok banyak juga yang dapat spam smstelepon karena data pedulilindungi bocor komdigi,0,0.098,0.902,-0.3612,negatif,2,netral
2284,kalau dengar ucap sutiyoso seakanakan doa hal buruk untuk pak prabowo justru kolaborasi prabowogibran itu pas prabowo nasionalis gibran inovatif dan mampu ikut zaman,0,0.125,0.875,-0.5106,negatif,2,netral
2315,tahu nggak yang kamu laku justru kuat fakta bahwa proses dokumentasi yang laku itu kacau dan tidak sesuai sop digitalisasi dokumen fisik dan fakta yang kamu sebut sama sekali tidak ban ada font masa depan situ nyambung nggak sih,0,0.087,0.913,-0.5574,negatif,2,netral
2332,mengapa ilab buat di sektor publik beberapa alas hadap kompleksitas minta warga adaptasi hadap kembang teknologi utama ict butuh efisiensi layan publik dorong reformasi birokrasi dan libat warga,0,0.072,0.928,-0.2732,negatif,2,netral
2354,nah di satu sisi ada kelompok orang jahat yang tolak pancasila dan teriak kilafuck,0,0.097,0.903,-0.1027,negatif,2,netral
2361,1 turun harga butuh dasar sembako didik sehat bbm lpg listrik tol 2 atur saing usaha agar imbang online vs offline modern vs tradisional impor vs lokal 3 fokus pada cipta lapang kerja,0,0.049,0.951,-0.128,negatif,2,netral
2366,kebumen dalam rangka dukung swasembada pangan kasdim 0709kebumen mayor cba mbaehaki hadir sosialisasi serap gabah dan beras tahun 2025 tempat di aula distapang kab kebumen jl ronggowarsito no 298 dk legok kidul ds jago kec jago kab kebumen,0,0.056,0.944,-0.296,negatif,2,netral
2377,sudah bayar pajak hasil dan ada di slip gaji makan dan beli ada tambah biaya pajak di struck saran bayar digital tidak tunai eh kita yang harus lapor lagi pusing isi spt bikin malas harus mereka yang buat lapor uang pajak,0,0.048,0.952,-0.25,negatif,2,netral
2383,sepele atau nyalahin korban tanpa paham mekanisme digital fraud itu bentuk bodoh digital edukasi bukan ejek kalau belum ngerti cara kerja social engineering,0,0.147,0.853,-0.5859,negatif,2,netral
2423,kenapa kok bisa ev bakar lithium itu lebih reaktif ketimbang bensin atau solar nah percik api sedikit saja itu bisa bakar dia lah kamu tusuk saja resiko bakar nah percik api itu asal dari arus pendek atau konsletkonslet sedikit itu cukup buat bakar baterai,0,0.062,0.938,-0.2023,negatif,2,netral
2464,reformasi tni juga sama dengan reformasi polri akan kumpul dukung di seluruh papan kita butuh tentara yang profesional dalam tahan negara bukan mereka yang ingin ikut urus negara problem prabowo punya penting pribadi tapi ini layak coba,0,0.07,0.93,-0.4019,negatif,2,netral
2494,ketawa saja tuduh bagai teroris cara semenamena oleh kuasa indikasi ketidakmampuan kuasa makna hidup demokratis yang dasar adalah bebas tara dan saudara yang harus terusmenerus ribut oleh masyarakat sipil atau biar otoritarianisme tumbuh liar,0,0.091,0.909,-0.5106,negatif,2,netral
2528,perempuan di twitter tiap hari teriak soal tara dan dukung feminisme tapi kemarin ramai juga di menfess saya dan saya baru tahu kalau ban harus ganti sambil tunjuk ban motor yang sudah gundul,0,0.188,0.812,-0.802,negatif,2,netral
2553,begitu sama perempuan anut tara kalau perempuan saleh dan turut harus mulia cara brutal,0,0.24,0.76,-0.6249,negatif,2,netral
2579,jika sepak bola wanita minta tara maka laku mereka dengan tara clean tackle tapi narasi yang bangun brutal tackle its just a charity match padahal tidak ada yang brutal dari bek lakilaki,0.135,0.201,0.663,-0.5719,negatif,3,netral
2589,mungkin aku akan serang karena ini dan benar ini bukan dapat yang tidak populer tapi aku sedih karena sekarang banyak orang guna feminisme bagai alas untuk rendah atau bahkan benci lakilaki adu kuasa bukan lagi cari tara ujungujungnya feminisme malah pandang buruk dan agresif,0,0.047,0.953,-0.2732,negatif,2,netral
2593,mungkin saya memang masih mula tapi yang pasti cara pribadi saya sangat suara tara gender dan anti diskriminasi hadap perempuan itu saja saya paling benci dengan lakilaki malas yang jadi agama bagai alas untuk bermalasmalasan dan rendah perempuan soal ibu saya pernah ada di posisi itu,0,0.091,0.909,-0.5267,negatif,2,netral
2618,sesat tentang patriark padahal yang patriark justru dia sendiri urus motor suruh ayah dengan alas saya perempuan tidak erti kalau dia anut tara harus kerja sendiri tanpa harap lakilaki,0,0.07,0.93,-0.2732,negatif,2,netral
2619,kalo tolak dari banding kultur barat ya beda kita belum anut tara cara fundamental sampai ke akar tradisi dan cara masyarakat cenderung adat timur itu hierarkis dan struktural feudal gitu,0,0.058,0.942,-0.2023,negatif,2,netral
2642,nah itu tahu bang wkwk arti yang bahas tara cabang olahraga itu apa bang salah bang soal tidak ada prestasi sekarang bulutangkis juga lagi parah beberapa tahun ini banyak kompetisi besar yang tidak dapat medali,0,0.04,0.96,-0.1027,negatif,2,netral
2657,itu level jamet kak manipulator kota sering purapura progresif purapura punya trauma purapura ingin bunuh diri purapura prokesetaraan purapura candu literasi purapura anti rezim dan purapura suka kucing beda demografi beda juga dekat manipulasi nya,0,0.134,0.866,-0.6249,negatif,2,netral
2664,ya kita doa moga perintah kait utama kemenpora lebih sadar masalah ini seperti dari dulu belum juga selesai mereka adalah pihak yang paling dekat dengan bapak presiden untuk bahas kembang dan tara di tiap cabang olahraga yang ada,0,0.082,0.918,-0.5106,negatif,2,netral
2686,problem besar indonesia ke depan justru letak pada kesiap struktural dan institusional apakah militer indonesia milik postur sdm dan respons sistem aman yang cukup untuk operasi perangkat sebut sesuai tuju,0,0.085,0.915,-0.4019,negatif,2,netral
2693,alas kenapa indonesia tidak majumaju benar bukan sematamata karena sdm yang rendah jauh lebih rendah dari sdm indonesia yaitu perintah,0,0.1,0.9,-0.2732,negatif,2,netral
2716,sdm indonesia dan sdm brasil rupa milik kualitas yang rendah mudah sekali giring oleh opini liar dan isu hoaks,0,0.155,0.845,-0.5106,negatif,2,netral
2757,heh sdm rendah tolong banyak ajar kasihan anak nanti tidak punya kendali diri contoh kenapa banyak lelaki indonesia tidak punya kendali diri ya karena punya ibu seperti ini,0,0.056,0.944,-0.1531,negatif,2,netral
2765,via tolol cermin sdm indonesia yang tidak suka capai orang lain grup yang salah agens tapi salah orang lain padahal tiap grup itu pasti seperti itu bisa tidak stop protes ke agens saja tidak usah bawabawa orang lain kamu tipe yang tidak mau salah dan suka lempar salah ya,0,0.044,0.956,-0.296,negatif,2,netral
2769,nah ini dia sdm indonesia kita ayo semua bangun saya paham orangorang dengan sdm tinggi seperti ini memang malas main twitter tapi mereka justru rusak lewat twitter jadi ayo kita lawan tentu dengan cara kelas dan tutur kata yang didik seperti ini,0,0.033,0.967,-0.1027,negatif,2,netral
2794,ini alas mengapa mayoritas duduk indonesia milik sdm yang rendah dan primitif masak mereka tidak tahu soal cctv kalau yang bicara masih sangat muda saya maklum tapi masa iya yang komentar itu usia lebih dari bas tahun,0,0.055,0.945,-0.2732,negatif,2,netral
2848,nah maudy itu konsep yang benar bayar utang seperti itu bukan balikin semua biaya yang keluar negara untuk diri pulang ke indonesia bikin usaha lalu serap sdm harus yang dapat beasiswa di kampus indonesia sendiri harus juga seperti ini sih,0,0.035,0.965,-0.1027,negatif,2,netral
2853,jari nya lemes banget ya kalau ga suka biasain di lewat aja atau ga simpen dalam hati sdm begini mau bawa mana nanti bangsa ini indonesia mental bully nya makin ya sekarang,0,0.094,0.906,-0.4939,negatif,2,netral
2859,ini alas mengapa indonesia masih kutat dengan debat agama saat negara lain sedang cari bumi baru karena memang hanya disitusitu aja kualitas sdm indonesia,0,0.084,0.916,-0.2732,negatif,2,netral
2871,orang indonesia banyak sdm rendah mentality crab insecure an jadi mereka selalu cari jelek pada orang yang jauh atas mereka wkwkwkwkwk kocak emang,0,0.113,0.887,-0.4215,negatif,2,netral
2877,pantas indonesia tidak maju sdmnya seperti ini orang sedang bahagia malah doa buruk,0,0.216,0.784,-0.5106,negatif,2,netral
2891,wkwkwk sudah lihat sekali bodoh isi otak hanya hal tidak senonoh kalau lihat lakilaki dan perempuan pasti sudah ke ranah tidak pantas tata bahasa inggris saja tidak benar sungguh malu orang seperti kamu orang seperti kamu itu alas mengapa sdm indonesia rendah,0,0.049,0.951,-0.2732,negatif,2,netral
2911,medan dari dulu memang kenal bodoh dan idiot masyarakat apalagi penuh oleh orang tolol dan guna narkoba di tembung isi manusia sampah semua jadi tidak usah heran jika sdm medan paling rendah indonesia,0,0.093,0.907,-0.5106,negatif,2,netral
2922,nah ini lama guna sosial media itu sdm indonesia ya udh pasti begitu ratarata,0,0.097,0.903,-0.1027,negatif,2,netral
2927,untung sekali sari sekarang ada di prancis di indonesia kucing liar sering anggap hama dan banyak orang tidak waras yang suka sakit padahal di sana juga pasti ada kucing liar moga laku masyarakat indonesia hadap hewan makin baik tapi gilir kritik soal rendah sdm malah marah,0,0.13,0.87,-0.765,negatif,2,netral
2957,jomplang banget ya sdm jepang yang ratarata harga dan hormat dengan sdm indonesia yang isi ratarata songong makimaki aksi brutal dan lainlain moga dalam waktu dekat warga indonesia bisa sikap dewasa seperti ini jika hadap menang atau kalah dalam hal apa pun aamiin,0,0.089,0.911,-0.6249,negatif,2,netral
2961,subjektivitas bias ini kadang suka jadi benar yang dibesarbesarkan padahal soal dasar adalah ekosistem sehat indonesia yang masih butuh baik cara kualitas sdm benar kita malah lebih unggul,0,0.049,0.951,-0.1027,negatif,2,netral
3056,repnya pada bilang nasib jadi wni eh indonesia itu cakepcakep anjir gantung kamu main ke mana dulu stop jelek indonesia kecuali perintah dan manusia sdm rendah soal memang jelek,0,0.073,0.927,-0.296,negatif,2,netral
3067,sdm rendah dan tak moral ini alas mengapa indonesia pantas dapat fufufafa dan kawankawan,0,0.139,0.861,-0.2732,negatif,2,netral
3074,saya selalu doa kelak dapat presiden yang bukan hanya pro ke rakyat saja tetapi bisa cerdas rakyat dengan gagasangagasan terobos yang bisa jadi sdm indonesia ini kembang dan maju bukan hanya sekadar bantu yang alir tetapi didik yang penuh lapang kerja,0,0.076,0.924,-0.5106,negatif,2,netral
3078,dia tanya bahkan hitung sopan sekali orangorang seperti kamu ini yang jadi salah satu alas sdm indonesia semata kaki ada orang mau tambah wawas malah laku seperti ini stres,0,0.07,0.93,-0.2732,negatif,2,netral
3083,olah sampah plastik jadi bbm seperti lalu pirolisis bisa tidak efisien karena beberapa alas pertama proses butuh energi besar untuk panas plastik hingga suhu tinggi sering kali dari sumber tak baru dua kualitas plastik yang variasi,0,0.057,0.943,-0.2732,negatif,2,netral
3124,nah saat indonesia bangkit refinery raksasa juta barel per hari sedang siap energi baru garap indonesia sadar bahwa untuk jadi besar wajib garap sda yang ada bukan terus beli barang jadi dari luar sementara sda mentah jual ke luar dengan harga murah,0,0.033,0.967,-0.1027,negatif,2,netral
3129,dia mau pindah sektor mas pain dari batu bara jadi olah limbah dan energi baru akuisisi usaha olah limbah di singapura sembacorp saya lihat di as usaha olah limbah penya tinggitinggi jadi kalau sekarang toba penya masih rendah saya,0,0.08,0.92,-0.5106,negatif,2,netral
3163,paradox kapitalisme maju guna energi bersih baru di negara kapitalis dunia pertama topang oleh eksploitasi alam negara dunia ke,0,0.072,0.928,-0.1027,negatif,2,netral
3165,terkadang dengan alas aman nasional jadi lebih milih rakayt yang di korban dari pada jabat aparat,0,0.123,0.877,-0.2732,negatif,2,netral
3168,negaranegara lahir dari trauma kolektif yang beri nama bangga nasional genosida sebut stabilisasi jajah sebut cerah bantai sebut tahan kita tidak ajar masa lalu kita ajar alibi,0,0.097,0.903,-0.4215,negatif,2,netral
3176,aman siber adalah hal baru baik kamu kerja bagai dokter insinyur acara dengan gaji tinggi di generasi sekarang ada propaganda bahwa perlu banyak tenaga kerja dalam suatu bidang itu dorong dengan mitos gaji tinggi kalian kalau tidak punya minat dalam bidang ini jangan akan siksa jiwa,0,0.043,0.957,-0.25,negatif,2,netral
3193,oke saya buka saja ya saya kerja di usaha milik negara saya ikut proyek energi baru yang sangat kontribusi buat negara dan manfaat sampai ratus tahun ke depan kamu tahu tidak batu bara kita sudah tip dan cuma cukup untuk beberapa tahun ke depan nah saya libat,0,0.03,0.97,-0.1027,negatif,2,netral
3216,tengok nanti alas dia pakai sebab bocor aman siber rahasia memang sudah bongkar habis ada mungkin amerika serikat akan tarik dukung zionis kalau konflik ini makin panjang,0,0.075,0.925,-0.2732,negatif,2,netral
3227,masih ingat ucap menteri esdm bahlil lahadalia yang bilang batu bara lebih murah dari energi baru nah kita kasih sedikit cek fakta,0,0.062,0.938,-0.1027,negatif,2,netral
3231,trans studio mall cibubur sudah lang lebih jauh keren nah potensi plts yang sangat besar ini untung akan manfaat dalam ruptl di mana akan alami tingkat kapasitas besar di antara energi baru lain dengan total tambah gigawatt,0,0.037,0.963,-0.1027,negatif,2,netral
3234,minyak masih penting buat menang perang atau gerak roda ekonomi pernah dengar analisa warung kopi kalau salah satu alas cina dorong teknologi baterai dan energi baru adalah untuk temu cara perang tanpa guna minyak,0,0.06,0.94,-0.2732,negatif,2,netral
3242,fyi mulyono sudah tau ini sejak lama mungkin itu juga salah satu alas dia pindah ikn ke kalimantan biar dekat dengan sumber energi baru,0.069,0.081,0.849,-0.0772,negatif,3,netral
3261,nah saya punya ide bagaimana kalau doa untuk tahan pangan energi dan ekonomi agar meski kena faktor dari luar tidak terlalu pengaruh kondisi internal indonesia misal ada gejolak geopolitik tapi indonesia bisa tetap kuat di bagai aspek dan tidak pengaruh,0,0.11,0.89,-0.5719,negatif,2,netral
3288,alas food estate tapi apakah ada lapor mana kayu hasil buka lahan hancur dan rebut paksa rumah dan sumber hidup masyarakat adat serta semua habitat satwa liar demi orang kota tentu nama rampok bukan tahan pangan,0,0.137,0.863,-0.6597,negatif,2,netral
3321,mereka sudah intip iran utama mossad sejak tahun lagi shadow war sejak iran pasang niat bangun nuklir dengan kirim malware untuk kumpul data iran mereka sewa intip masuk ke sana pernah mereka kirim cicakchameleon untuk lacak uranium ke iran,0,0.093,0.907,-0.5994,negatif,2,netral
3343,yang mesti di khawatir kan adalah alat tahan itu di guna untuk serang dengan alas yang tidak masuk akal bayang kalau unit di arah kan pada buah negara untuk serang dengan alas umum,0,0.119,0.881,-0.4939,negatif,2,netral
3344,nah saat tentara fokus di tahan negara khusus di batas kurang di jabat sipil tidak penting yang takut ganggu kerja,0,0.069,0.931,-0.1027,negatif,2,netral
3347,patriot produksi hanya sekitar biji tahun dan harus bagi ke banyak negara jepang misal beli patriot tiap tahun sekitar belum lagi untuk ukraine butuh militer amerika sendiri juga jelas tidak sedikit ini problem solok di tahan natous,0,0.07,0.93,-0.4019,negatif,2,netral
3425,nah loh sudah negara diobrakabrik oleh laknatullah lalu selesai begitu saja padahal banyak yang prediksi kalau serang ke israel itu lebih dari hari tahan israel akan bubar bubar karena amunisi mahal habis dan tidak kejar untuk reproduksi,0,0.037,0.963,-0.1027,negatif,2,netral
3432,ya sudah kalau tidak mau lawan agresor ungsi saja kalau saat perang tidak usah ban masih banyak rakyat indonesia yang rela juang sama komponen tahan yang penting jangan ajak orang lain untuk tidak bela negara karena itu langgar hukum ri,0,0.085,0.915,-0.5574,negatif,2,netral
3506,jika tidak ada negara yang komitmen nyata untuk musnah total teknologi senjata nuklir bisa normalisasi semua negara di mana pun itu untuk buat kembang senjata nuklir negara dengan alas yang sama sumber daya tahan nasional,0,0.058,0.942,-0.2732,negatif,2,netral
3514,pada di depan mata mesti negara kita introspeksi diri kita punya apa alutsista saja ada masih korupsi tahan saja tunggu viral baru tindak kasus pagar laut depan mata masa militer tidak ada yang tahu seperti itu kok mau lawan asing atau world war mimpi,0,0.083,0.917,-0.5994,negatif,2,netral
3518,negara di dunia fokus ke tahan dan siap world war kita masih bingung dengan ijazah mulyono sound horeg habib silat korupsi wkwkwkw harus kita sudah bisa saing dengan negaranegara itu tapi nyata ah sudah,0,0.106,0.894,-0.5994,negatif,2,netral
3529,terus mau terjang janji asean tentang tahan regional apa mau cari musuh enak nanti as punya alas hajar indonesia benar bijak indonesia bagai negara nonblok,0,0.08,0.92,-0.2732,negatif,2,netral
3534,nah negara lain sudah siap diri hadap perang dunia indonesia masih sibuk tawar dan jual pulau mana berani cegat kapal induk seperti itu uang habis untuk perlu tidak manfaat mana kuat untuk beli perlu tahan negara hutang saja gilagilaan,0,0.036,0.964,-0.1027,negatif,2,netral
3543,nah ini tahu negara kita miskin riset upgrade teknologi tahan butuh dana yang cukup besar anggar kita masih prioritas untuk sejahtera rakyat pelanpelan bos,0,0.057,0.943,-0.1027,negatif,2,netral
3547,nah ini unik sektor tahan dan aman suatu negara di atas kertas memang usang tapi kita bisa lihat nanti bagaimana lanjut perang antarnegara ini apakah data di atas kertas akan sama atau beda saya yakin iran milik pesawat hipersonik juga,0,0.035,0.965,-0.1027,negatif,2,netral
3565,nah turut komisi i dpr ri bidang tahan republik indonesia kirakira senjata dan alat perang yang cocok beli oleh menhan ri dari negara mana as atau rusia cukup tidak uang bagaimana turut deputi menkeu ri mas anggito pakar ekonomi badan kelola uang haji,0,0.033,0.967,-0.1027,negatif,2,netral
3577,tentara adalah lembaga negara dan sah untuk kritik anda tidak bisa ban fakta dan argumentasi saya lalu manipulatif dengan kata tiputipu dan basabasi tapi itu nyata yang jadi di tahan kita yang tel anggar besar nomor sekian di apbn tahun akhir,0,0.083,0.917,-0.5574,negatif,2,netral
3616,negara kuat seperti cina cukup tembak rudal meriam dari kapal laut dari jarak ribu kilometer tahan anti udara kita masih pakai zaman kuno,0,0.095,0.905,-0.3182,negatif,2,netral
3621,irak dan suriah sudah daulat saat amerika intervensi irak aku bagai negara daulat belum invasi dan suriah tetap daulat meski dalam perang saudara saat intervensi as lawan isis as benar tindak ini bagai tahan diri dan propaganda,0,0.053,0.947,-0.25,negatif,2,netral
3634,memang pernah usul tapi tolak bukan tanpa alas juga negara baru umur jagung langsung buat federasi belanda akan invasi lagi kalau terap telah reformasi mungkin bisa karena tahan negara sudah mumpuni di zaman dulu yang baru bentuk,0,0.055,0.945,-0.2732,negatif,2,netral
3636,kita bisa collapse karena nonblok yang arti tidak punya kawan sistem tahan udara buruk tidak punya tangkal lebih lagi sekarang perang guna rudal jarak jauh kita apit negara yang probarat malaysia singapura filipina australia dan selandia baru dana perang rentan korupsi nanti,0,0.072,0.928,-0.4939,negatif,2,netral
3652,kalau alutsista dan sistem tahan masih ragu memang karena belum tahu tapi mobilisasi dan propaganda saat negara perang itu picu bahaya akhir perang tidak cuma lawan belanda saja tetapi juga ada ronta yang saling buat pasu tumpang tindih kuasa,0,0.05,0.95,-0.25,negatif,2,netral
3659,saya bukan anti tahan tapi saya anti boros kuat negara bukan ukur dari besi di laut tapi stabil rakyat di darat,0,0.195,0.805,-0.5574,negatif,2,netral
3660,template komentar guyon anti modernisasi tahan negara,0,0.277,0.723,-0.3182,negatif,2,netral
3700,saat tahan udara tidak daya suatu negara hanya lame duck atau sitting duck yang jadi bulan serang udara tinggal tunggu waktu untuk hajar habi,0,0.109,0.891,-0.4215,negatif,2,netral
3703,misil balas misil yang dapat pandu dengan akurat apa guna lagi banyak senjata bisa guna untuk tahan udara serang ke tempat yang jauh dan juga untuk serang anti jet tempur atau drone lain ini jika negara muslim pikir canggih dan satu,0,0.054,0.946,-0.3182,negatif,2,netral
3706,habis tanyatanya tentang mampu rudal dan misil negara sebut terus tahan serang udara saya langsung batin tahan doa seperti yang paling bisa harap,0,0.13,0.87,-0.5106,negatif,2,netral
3710,banyak literasi tentang aman nasional tiap negara tempat senjata tahan di batas malah di mukim sipil bodoh dan idiot itu jadi jadi tameng sipil,0,0.125,0.875,-0.5106,negatif,2,netral
3721,benar atau tidak berita lemah tahan negara seperti itu pasti tidak akan konfirmasi karena dapat lemah tahan udara dan rentan serang lebih banyak musuh jika hal semua itu publikasi idiot,0,0.102,0.898,-0.5106,negatif,2,netral
3727,banyak bule warmongers proisrael yang tidak percaya tahan udara tel aviv bisa jebol kena rudalrudal iran mereka salah kalau mereka pikir iran itu bukan negara yang bisa perang sejak zaman dulu iran ini punya budaya tempur yang hebat benar,0,0.091,0.909,-0.5859,negatif,2,netral
3729,coba kamu cari di google tahan iran sama israel beda jauh tolol iran mampu serang negara israel langsung pakai rudal sama nuklir bom atom bisa perang dunia 3 bahkan ekonomi dunia hancur nih benar asli bukan hoax,0,0.057,0.943,-0.2732,negatif,2,netral
3730,nah apalagi jaulani baru saja menang dengan waris kondisi negara yang tidak stabil ekonomi lemah dan sistem tahan bolong sana sini tolong pikir,0,0.06,0.94,-0.1027,negatif,2,netral
3733,banyak hal yang kita ajar dalam jam serang israel ini lumpuh sistem tahan guna kelompok pro sunni atau yang anti rezim syiah bunuh semua komandan dulu supaya rantai komando hilang bawa lari presiden untuk siap serang dua dari luar negara,0,0.056,0.944,-0.3182,negatif,2,netral
3755,teman saya anak hi bilang lama ini palestina yang salah karena kalau palestina tidak mulai duluan tidak ada seperti ini sekarang terus dia juga golput kemarin alas tidur tapi kalau nyoblos dia bakal pilih karena ada jamin tahan negara kata,0,0.051,0.949,-0.2732,negatif,2,netral
3763,meski niat presiden prabowo bela negara dan sadar rakyat penting untuk tahan tapi saran saya diplomasi dalam cipta kawasan dan politik damai tidak boleh libat pihak lain atas alas beli senjata sila beli sesuai mampu ekonomi indonesia tentu rakyat dukung,0,0.051,0.949,-0.2732,negatif,2,netral
3801,ada mitos sebut buat agar anggar tahan dapat korupsi dengan alas seperti di atas dan masuk dalam buku sejarah agar masyarakat tidak tahu zaman dulu perang sudah guna teknologi senjata api sampai nuklir,0,0.062,0.938,-0.2732,negatif,2,netral
3803,tni mesti fokus ke teknologi perang drone dan anti drone jamming gps kapal selam nuklir tahan udara modern dan misil hipersonik,0,0.103,0.897,-0.3182,negatif,2,netral
3825,asli zionis indonesia pada bodoh soal kubah besi kira kubah besi itu teknologi laser yang tolak rudal padahal kubah besi itu cuma nama dari sistem tahan udara anti misil jarak pendek yang cegat pakai rudal juga dan bisa tembus kalau malfungsi atau dominasi tiru,0,0.051,0.949,-0.3182,negatif,2,netral
3868,cara teknologi tentara nasional indonesia kita jauh tinggal misil tahan udara mentok di nasams itu pun sedikit sekali sisa manpads vshorad oh ya ada beberapa tinggal kanon anti udara era perang dingin juga,0,0.067,0.933,-0.3182,negatif,2,netral
3878,siapa yang unggul nah ini tanya besar dasar analisis kuat militer israel tampak milik unggul dalam teknologi dan mampu tahan udara utama dengan sistem iron dome mereka yang kenal namun iran milik jumlah personel,0,0.041,0.959,-0.1027,negatif,2,netral
3892,jadi teknologi tahan rusia sekadar indah kabar dari rupa aku rasa sekarang teknologi cina paling bagus tapi propaganda barat saja yang rendah teknologi cina bukti kita lihat india pakistan perang pesawat rafale yang bangga eropa kalah jet cina yang jauh lebih murah,0,0.047,0.953,-0.25,negatif,2,netral
3924,sektor energi baru di indonesia makin inklusif untuk perempuan dengan program seperti proyek akses yang latih operator plts perempuan namun norma budaya dan bias masih jadi tantang sertifikasi rep dari aee sekitar as mahal untuk ajar alternatif,0,0.037,0.963,-0.1027,negatif,2,netral
